No, Freq(Hz), Ampt_Trace1(dBm), Ampt_Trace2(dBm), Ampt_Trace3(dBm), Ampt_Trace4(dBm), Ampt_Trace5(dBm), Loc
31, 30127027, -64.88, -64.07, -65.83, 0.00, 0.00,(0 0)
32, 31127927, -64.96, -64.20, -65.86, 0.00, 0.00,(0 0)
33, 32128828, -65.17, -64.24, -65.86, 0.00, 0.00,(0 0)
34, 33129729, -65.30, -64.82, -66.27, 0.00, 0.00,(0 0)
35, 34130630, -64.81, -61.19, -65.91, 0.00, 0.00,(0 0)
36, 35131531, -64.41, -62.37, -65.43, 0.00, 0.00,(0 0)
37, 36132432, -63.97, -63.34, -64.70, 0.00, 0.00,(0 0)
38, 37133333, -63.46, -62.88, -64.55, 0.00, 0.00,(0 0)
39, 38134234, -62.70, -60.77, -63.62, 0.00, 0.00,(0 0)
40, 39135135, -62.45, -58.89, -64.04, 0.00, 0.00,(0 0)
41, 40136036, -62.67, -62.09, -63.32, 0.00, 0.00,(0 0)
42, 41136936, -61.24, -60.18, -61.77, 0.00, 0.00,(0 0)
43, 42137837, -61.28, -60.25, -61.93, 0.00, 0.00,(0 0)
44, 43138738, -64.11, -63.46, -65.10, 0.00, 0.00,(0 0)
45, 44139639, -65.75, -65.03, -66.66, 0.00, 0.00,(0 0)
46, 45140540, -66.29, -65.36, -66.84, 0.00, 0.00,(0 0)
47, 46141441, -66.48, -65.82, -67.09, 0.00, 0.00,(0 0)
48, 47142342, -66.31, -65.73, -66.92, 0.00, 0.00,(0 0)
49, 48143243, -65.70, -64.95, -66.52, 0.00, 0.00,(0 0)
50, 49144144, -64.91, -64.14, -65.45, 0.00, 0.00,(0 0)
51, 50145045, -64.59, -63.81, -65.09, 0.00, 0.00,(0 0)
52, 51145945, -64.81, -63.87, -65.29, 0.00, 0.00,(0 0)
53, 52146846, -65.09, -63.55, -65.82, 0.00, 0.00,(0 0)
54, 53147747, -65.20, -64.13, -66.00, 0.00, 0.00,(0 0)
55, 54148648, -64.98, -64.28, -65.70, 0.00, 0.00,(0 0)
56, 55149549, -64.34, -63.86, -64.92, 0.00, 0.00,(0 0)
57, 56150450, -63.84, -62.86, -64.69, 0.00, 0.00,(0 0)
58, 57151351, -63.68, -62.99, -64.25, 0.00, 0.00,(0 0)
59, 58152252, -63.78, -63.17, -64.83, 0.00, 0.00,(0 0)
60, 59153153, -64.14, -63.09, -64.88, 0.00, 0.00,(0 0)
61, 60154054, -63.94, -63.36, -64.81, 0.00, 0.00,(0 0)
62, 61154954, -63.46, -62.72, -64.86, 0.00, 0.00,(0 0)
63, 62155855, -62.84, -61.37, -63.58, 0.00, 0.00,(0 0)
64, 63156756, -62.29, -61.46, -62.95, 0.00, 0.00,(0 0)
65, 64157657, -62.09, -61.03, -62.82, 0.00, 0.00,(0 0)
66, 65158558, -61.95, -61.19, -62.52, 0.00, 0.00,(0 0)
67, 66159459, -61.08, -60.44, -62.03, 0.00, 0.00,(0 0)
68, 67160360, -60.63, -59.96, -61.43, 0.00, 0.00,(0 0)
69, 68161261, -60.89, -60.18, -61.64, 0.00, 0.00,(0 0)
70, 69162162, -60.46, -59.54, -61.64, 0.00, 0.00,(0 0)
71, 70163063, -59.96, -59.21, -60.57, 0.00, 0.00,(0 0)
72, 71163963, -59.56, -58.79, -60.63, 0.00, 0.00,(0 0)
73, 72164864, -59.14, -58.28, -59.78, 0.00, 0.00,(0 0)
74, 73165765, -58.23, -57.11, -59.17, 0.00, 0.00,(0 0)
75, 74166666, -56.95, -56.29, -57.70, 0.00, 0.00,(0 0)
76, 75167567, -55.30, -54.43, -55.88, 0.00, 0.00,(0 0)
77, 76168468, -54.01, -53.00, -54.61, 0.00, 0.00,(0 0)
78, 77169369, -54.31, -53.31, -55.03, 0.00, 0.00,(0 0)
79, 78170270, -56.41, -55.70, -57.20, 0.00, 0.00,(0 0)
80, 79171171, -59.36, -58.78, -60.32, 0.00, 0.00,(0 0)
81, 80172072, -61.77, -60.91, -62.39, 0.00, 0.00,(0 0)
82, 81172972, -62.92, -62.08, -63.68, 0.00, 0.00,(0 0)
83, 82173873, -63.27, -62.60, -63.90, 0.00, 0.00,(0 0)
84, 83174774, -63.39, -62.72, -64.17, 0.00, 0.00,(0 0)
85, 84175675, -63.47, -62.54, -64.14, 0.00, 0.00,(0 0)
86, 85176576, -63.45, -62.57, -64.44, 0.00, 0.00,(0 0)
87, 86177477, -63.44, -62.42, -64.33, 0.00, 0.00,(0 0)
88, 87178378, -63.17, -62.35, -63.99, 0.00, 0.00,(0 0)
89, 88179279, -61.63, -60.24, -62.66, 0.00, 0.00,(0 0)
90, 89180180, -46.13, -45.22, -47.24, 0.00, 0.00,(0 0)
91, 90181081, -38.91, -37.90, -40.03, 0.00, 0.00,(0 0)
92, 91181981, -48.80, -47.78, -49.38, 0.00, 0.00,(0 0)
93, 92182882, -55.76, -53.36, -56.60, 0.00, 0.00,(0 0)
94, 93183783, -46.73, -44.45, -47.50, 0.00, 0.00,(0 0)
95, 94184684, -35.23, -33.22, -35.84, 0.00, 0.00,(0 0)
96, 95185585, -38.07, -36.91, -38.88, 0.00, 0.00,(0 0)
97, 96186486, -39.04, -36.23, -44.47, 0.00, 0.00,(0 0)
98, 97187387, -40.82, -37.19, -47.51, 0.00, 0.00,(0 0)
99, 98188288, -52.50, -49.11, -54.92, 0.00, 0.00,(0 0)
100, 99189189, -36.81, -32.50, -40.06, 0.00, 0.00,(0 0)
101, 100190090, -37.05, -33.37, -40.04, 0.00, 0.00,(0 0)
102, 101190990, -36.29, -35.61, -36.61, 0.00, 0.00,(0 0)
103, 102191891, -40.36, -39.01, -40.56, 0.00, 0.00,(0 0)
104, 103192792, -49.55, -48.11, -49.76, 0.00, 0.00,(0 0)
105, 104193693, -56.35, -55.04, -58.08, 0.00, 0.00,(0 0)
106, 105194594, -57.42, -56.73, -58.15, 0.00, 0.00,(0 0)
107, 106195495, -56.88, -56.12, -57.75, 0.00, 0.00,(0 0)
108, 107196396, -56.14, -55.40, -56.83, 0.00, 0.00,(0 0)
109, 108197297, -55.12, -54.65, -55.85, 0.00, 0.00,(0 0)
110, 109198198, -53.72, -52.63, -54.34, 0.00, 0.00,(0 0)
111, 110199099, -52.17, -51.25, -52.61, 0.00, 0.00,(0 0)
112, 111200000, -50.92, -49.88, -51.71, 0.00, 0.00,(0 0)
113, 112200900, -50.49, -45.31, -51.61, 0.00, 0.00,(0 0)
114, 113201801, -51.56, -50.79, -52.49, 0.00, 0.00,(0 0)
115, 114202702, -53.78, -53.15, -54.76, 0.00, 0.00,(0 0)
116, 115203603, -56.17, -55.48, -56.86, 0.00, 0.00,(0 0)
117, 116204504, -58.05, -57.17, -58.76, 0.00, 0.00,(0 0)
118, 117205405, -59.22, -58.44, -59.75, 0.00, 0.00,(0 0)
119, 118206306, -59.92, -59.14, -60.56, 0.00, 0.00,(0 0)
120, 119207207, -60.17, -59.66, -60.95, 0.00, 0.00,(0 0)
121, 120208108, -60.69, -60.03, -61.64, 0.00, 0.00,(0 0)
122, 121209009, -61.12, -57.75, -62.03, 0.00, 0.00,(0 0)
123, 122209909, -60.93, -60.39, -61.74, 0.00, 0.00,(0 0)
124, 123210810, -60.76, -59.98, -61.53, 0.00, 0.00,(0 0)
125, 124211711, -60.34, -58.65, -61.47, 0.00, 0.00,(0 0)
126, 125212612, -60.11, -59.42, -60.65, 0.00, 0.00,(0 0)
127, 126213513, -59.91, -59.41, -61.01, 0.00, 0.00,(0 0)
128, 127214414, -59.88, -58.99, -60.98, 0.00, 0.00,(0 0)
129, 128215315, -59.77, -57.93, -60.44, 0.00, 0.00,(0 0)
130, 129216216, -58.93, -58.01, -59.81, 0.00, 0.00,(0 0)
131, 130217117, -58.51, -57.32, -59.16, 0.00, 0.00,(0 0)
132, 131218018, -58.10, -56.75, -58.69, 0.00, 0.00,(0 0)
133, 132218918, -57.51, -54.02, -57.99, 0.00, 0.00,(0 0)
134, 133219819, -56.63, -54.22, -57.53, 0.00, 0.00,(0 0)
135, 134220720, -56.33, -54.35, -57.98, 0.00, 0.00,(0 0)
136, 135221621, -56.04, -53.68, -57.19, 0.00, 0.00,(0 0)
137, 136222522, -55.18, -54.40, -55.76, 0.00, 0.00,(0 0)
138, 137223423, -53.97, -53.18, -55.23, 0.00, 0.00,(0 0)
139, 138224324, -52.78, -51.47, -54.30, 0.00, 0.00,(0 0)
140, 139225225, -51.90, -50.78, -53.34, 0.00, 0.00,(0 0)
141, 140226126, -51.62, -49.33, -52.72, 0.00, 0.00,(0 0)
142, 141227027, -51.62, -50.20, -52.59, 0.00, 0.00,(0 0)
143, 142227927, -51.70, -51.16, -52.66, 0.00, 0.00,(0 0)
144, 143228828, -51.51, -50.87, -52.42, 0.00, 0.00,(0 0)
145, 144229729, -51.15, -49.76, -52.40, 0.00, 0.00,(0 0)
146, 145230630, -50.96, -50.15, -52.01, 0.00, 0.00,(0 0)
147, 146231531, -51.03, -50.13, -51.89, 0.00, 0.00,(0 0)
148, 147232432, -51.25, -50.13, -51.79, 0.00, 0.00,(0 0)
149, 148233333, -51.48, -50.95, -52.46, 0.00, 0.00,(0 0)
150, 149234234, -51.72, -50.86, -52.63, 0.00, 0.00,(0 0)
151, 150235135, -52.49, -51.86, -53.52, 0.00, 0.00,(0 0)
152, 151236036, -54.00, -53.45, -55.27, 0.00, 0.00,(0 0)
153, 152236936, -55.30, -54.54, -56.45, 0.00, 0.00,(0 0)
154, 153237837, -56.69, -50.15, -57.38, 0.00, 0.00,(0 0)
155, 154238738, -57.81, -56.21, -58.58, 0.00, 0.00,(0 0)
156, 155239639, -58.63, -57.36, -59.56, 0.00, 0.00,(0 0)
157, 156240540, -59.07, -58.56, -59.86, 0.00, 0.00,(0 0)
158, 157241441, -59.13, -58.50, -59.72, 0.00, 0.00,(0 0)
159, 158242342, -55.57, -54.34, -56.69, 0.00, 0.00,(0 0)
160, 159243243, -50.49, -49.34, -52.37, 0.00, 0.00,(0 0)
161, 160244144, -55.00, -53.90, -56.46, 0.00, 0.00,(0 0)
162, 161245045, -59.45, -58.81, -60.17, 0.00, 0.00,(0 0)
163, 162245945, -59.32, -58.42, -60.02, 0.00, 0.00,(0 0)
164, 163246846, -58.91, -58.18, -59.32, 0.00, 0.00,(0 0)
165, 164247747, -58.37, -57.63, -59.31, 0.00, 0.00,(0 0)
166, 165248648, -57.90, -57.02, -58.53, 0.00, 0.00,(0 0)
167, 166249549, -57.55, -56.77, -58.18, 0.00, 0.00,(0 0)
168, 167250450, -57.29, -55.90, -57.98, 0.00, 0.00,(0 0)
169, 168251351, -56.97, -56.19, -57.52, 0.00, 0.00,(0 0)
170, 169252252, -56.27, -54.71, -56.94, 0.00, 0.00,(0 0)
171, 170253153, -55.47, -54.67, -56.26, 0.00, 0.00,(0 0)
172, 171254054, -54.72, -51.51, -55.77, 0.00, 0.00,(0 0)
173, 172254954, -53.93, -51.44, -54.89, 0.00, 0.00,(0 0)
174, 173255855, -53.20, -52.40, -54.09, 0.00, 0.00,(0 0)
175, 174256756, -52.54, -49.84, -53.21, 0.00, 0.00,(0 0)
176, 175257657, -51.48, -47.91, -52.15, 0.00, 0.00,(0 0)
177, 176258558, -50.33, -49.67, -51.04, 0.00, 0.00,(0 0)
178, 177259459, -49.22, -47.38, -49.97, 0.00, 0.00,(0 0)
179, 178260360, -48.46, -47.89, -49.22, 0.00, 0.00,(0 0)
180, 179261261, -48.30, -47.81, -49.09, 0.00, 0.00,(0 0)
181, 180262162, -49.23, -48.35, -49.96, 0.00, 0.00,(0 0)
182, 181263063, -50.50, -49.83, -51.09, 0.00, 0.00,(0 0)
183, 182263963, -51.72, -51.18, -52.39, 0.00, 0.00,(0 0)
184, 183264864, -52.68, -51.80, -53.38, 0.00, 0.00,(0 0)
185, 184265765, -53.41, -52.72, -54.07, 0.00, 0.00,(0 0)
186, 185266666, -54.16, -53.43, -54.69, 0.00, 0.00,(0 0)
187, 186267567, -55.00, -54.31, -55.78, 0.00, 0.00,(0 0)
188, 187268468, -55.70, -54.82, -56.46, 0.00, 0.00,(0 0)
189, 188269369, -56.28, -55.19, -57.23, 0.00, 0.00,(0 0)
190, 189270270, -56.16, -55.42, -56.81, 0.00, 0.00,(0 0)
191, 190271171, -56.26, -55.65, -57.21, 0.00, 0.00,(0 0)
192, 191272072, -56.61, -55.19, -57.12, 0.00, 0.00,(0 0)
193, 192272972, -56.85, -53.98, -57.74, 0.00, 0.00,(0 0)
194, 193273873, -57.06, -56.47, -57.91, 0.00, 0.00,(0 0)
195, 194274774, -57.32, -56.31, -58.15, 0.00, 0.00,(0 0)
196, 195275675, -57.57, -56.74, -58.05, 0.00, 0.00,(0 0)
197, 196276576, -57.55, -56.80, -58.51, 0.00, 0.00,(0 0)
198, 197277477, -57.41, -56.70, -58.00, 0.00, 0.00,(0 0)
199, 198278378, -57.33, -56.02, -57.86, 0.00, 0.00,(0 0)
200, 199279279, -57.35, -56.59, -57.97, 0.00, 0.00,(0 0)
201, 200280180, -57.28, -56.50, -57.95, 0.00, 0.00,(0 0)
202, 201281081, -57.25, -56.76, -57.96, 0.00, 0.00,(0 0)
203, 202281981, -56.98, -56.28, -57.86, 0.00, 0.00,(0 0)
204, 203282882, -56.71, -55.78, -57.25, 0.00, 0.00,(0 0)
205, 204283783, -56.30, -55.49, -57.04, 0.00, 0.00,(0 0)
206, 205284684, -55.85, -55.21, -56.26, 0.00, 0.00,(0 0)
207, 206285585, -55.36, -54.59, -56.65, 0.00, 0.00,(0 0)
208, 207286486, -54.93, -53.77, -55.62, 0.00, 0.00,(0 0)
209, 208287387, -54.45, -53.88, -55.23, 0.00, 0.00,(0 0)
210, 209288288, -53.82, -53.21, -54.57, 0.00, 0.00,(0 0)
211, 210289189, -53.17, -52.54, -54.06, 0.00, 0.00,(0 0)
212, 211290090, -52.31, -51.76, -53.02, 0.00, 0.00,(0 0)
213, 212290990, -51.53, -50.79, -52.23, 0.00, 0.00,(0 0)
214, 213291891, -50.67, -50.04, -51.29, 0.00, 0.00,(0 0)
215, 214292792, -50.05, -49.13, -50.88, 0.00, 0.00,(0 0)
216, 215293693, -49.61, -48.84, -50.54, 0.00, 0.00,(0 0)
217, 216294594, -49.41, -48.59, -50.11, 0.00, 0.00,(0 0)
218, 217295495, -49.52, -48.59, -50.26, 0.00, 0.00,(0 0)
219, 218296396, -49.95, -49.07, -50.70, 0.00, 0.00,(0 0)
220, 219297297, -50.80, -50.26, -51.64, 0.00, 0.00,(0 0)
221, 220298198, -52.01, -51.33, -52.74, 0.00, 0.00,(0 0)
222, 221299099, -53.23, -52.26, -54.16, 0.00, 0.00,(0 0)
223, 222300000, -54.42, -53.68, -55.17, 0.00, 0.00,(0 0)
224, 223300900, -55.30, -54.68, -56.45, 0.00, 0.00,(0 0)
225, 224301801, -56.11, -55.68, -56.66, 0.00, 0.00,(0 0)
226, 225302702, -56.74, -55.93, -57.29, 0.00, 0.00,(0 0)
227, 226303603, -57.31, -56.80, -58.23, 0.00, 0.00,(0 0)
228, 227304504, -57.67, -57.04, -58.42, 0.00, 0.00,(0 0)
229, 228305405, -58.12, -57.32, -58.81, 0.00, 0.00,(0 0)
230, 229306306, -58.24, -57.37, -59.73, 0.00, 0.00,(0 0)
231, 230307207, -58.32, -57.58, -58.99, 0.00, 0.00,(0 0)
232, 231308108, -58.24, -57.47, -58.98, 0.00, 0.00,(0 0)
233, 232309009, -58.11, -57.47, -58.81, 0.00, 0.00,(0 0)
234, 233309909, -57.84, -57.02, -58.54, 0.00, 0.00,(0 0)
235, 234310810, -57.64, -57.04, -58.25, 0.00, 0.00,(0 0)
236, 235311711, -57.28, -56.45, -58.11, 0.00, 0.00,(0 0)
237, 236312612, -56.99, -56.22, -57.54, 0.00, 0.00,(0 0)
238, 237313513, -56.52, -55.93, -57.14, 0.00, 0.00,(0 0)
239, 238314414, -56.01, -54.74, -56.60, 0.00, 0.00,(0 0)
240, 239315315, -55.44, -53.65, -56.12, 0.00, 0.00,(0 0)
241, 240316216, -54.85, -54.02, -55.73, 0.00, 0.00,(0 0)
242, 241317117, -54.14, -53.38, -54.80, 0.00, 0.00,(0 0)
243, 242318018, -53.43, -52.58, -53.99, 0.00, 0.00,(0 0)
244, 243318918, -49.93, -49.34, -50.94, 0.00, 0.00,(0 0)
245, 244319819, -49.42, -48.91, -50.23, 0.00, 0.00,(0 0)
246, 245320720, -50.46, -49.79, -51.49, 0.00, 0.00,(0 0)
247, 246321621, -50.14, -49.67, -51.31, 0.00, 0.00,(0 0)
248, 247322522, -49.78, -49.19, -50.28, 0.00, 0.00,(0 0)
249, 248323423, -45.28, -44.42, -46.07, 0.00, 0.00,(0 0)
250, 249324324, -43.27, -42.21, -44.39, 0.00, 0.00,(0 0)
251, 250325225, -45.06, -44.24, -45.87, 0.00, 0.00,(0 0)
252, 251326126, -44.74, -43.58, -45.45, 0.00, 0.00,(0 0)
253, 252327027, -46.03, -44.74, -46.44, 0.00, 0.00,(0 0)
254, 253327927, -43.90, -43.11, -44.60, 0.00, 0.00,(0 0)
255, 254328828, -45.57, -44.60, -46.04, 0.00, 0.00,(0 0)
256, 255329729, -46.51, -45.53, -47.06, 0.00, 0.00,(0 0)
257, 256330630, -46.51, -45.62, -47.64, 0.00, 0.00,(0 0)
258, 257331531, -44.18, -43.35, -44.68, 0.00, 0.00,(0 0)
259, 258332432, -45.08, -44.46, -45.47, 0.00, 0.00,(0 0)
260, 259333333, -49.63, -48.82, -50.37, 0.00, 0.00,(0 0)
261, 260334234, -43.33, -42.85, -43.80, 0.00, 0.00,(0 0)
262, 261335135, -41.45, -40.95, -42.12, 0.00, 0.00,(0 0)
263, 262336036, -44.80, -43.80, -45.27, 0.00, 0.00,(0 0)
264, 263336936, -44.94, -44.15, -45.57, 0.00, 0.00,(0 0)
265, 264337837, -46.61, -45.72, -47.32, 0.00, 0.00,(0 0)
266, 265338738, -44.01, -43.37, -44.58, 0.00, 0.00,(0 0)
267, 266339639, -45.61, -45.09, -46.54, 0.00, 0.00,(0 0)
268, 267340540, -45.74, -44.90, -46.39, 0.00, 0.00,(0 0)
269, 268341441, -45.91, -45.30, -46.66, 0.00, 0.00,(0 0)
270, 269342342, -44.16, -43.25, -44.73, 0.00, 0.00,(0 0)
271, 270343243, -47.79, -47.20, -48.66, 0.00, 0.00,(0 0)
272, 271344144, -52.74, -52.13, -53.79, 0.00, 0.00,(0 0)
273, 272345045, -52.39, -51.07, -52.99, 0.00, 0.00,(0 0)
274, 273345945, -52.04, -51.54, -52.91, 0.00, 0.00,(0 0)
275, 274346846, -51.93, -51.51, -52.88, 0.00, 0.00,(0 0)
276, 275347747, -51.98, -50.77, -53.03, 0.00, 0.00,(0 0)
277, 276348648, -52.08, -51.35, -52.98, 0.00, 0.00,(0 0)
278, 277349549, -52.33, -51.61, -52.90, 0.00, 0.00,(0 0)
279, 278350450, -52.03, -51.52, -52.71, 0.00, 0.00,(0 0)
280, 279351351, -49.42, -48.70, -50.38, 0.00, 0.00,(0 0)
281, 280352252, -51.89, -51.30, -52.99, 0.00, 0.00,(0 0)
282, 281353153, -52.53, -51.34, -53.40, 0.00, 0.00,(0 0)
283, 282354054, -52.55, -51.64, -53.15, 0.00, 0.00,(0 0)
284, 283354954, -53.22, -52.02, -53.98, 0.00, 0.00,(0 0)
285, 284355855, -53.96, -53.23, -54.96, 0.00, 0.00,(0 0)
286, 285356756, -53.97, -53.22, -54.79, 0.00, 0.00,(0 0)
287, 286357657, -54.11, -53.46, -54.59, 0.00, 0.00,(0 0)
288, 287358558, -54.12, -53.35, -54.60, 0.00, 0.00,(0 0)
289, 288359459, -54.23, -53.61, -54.95, 0.00, 0.00,(0 0)
290, 289360360, -54.46, -53.42, -55.47, 0.00, 0.00,(0 0)
291, 290361261, -54.64, -54.02, -55.48, 0.00, 0.00,(0 0)
292, 291362162, -54.66, -53.06, -55.29, 0.00, 0.00,(0 0)
293, 292363063, -54.52, -53.76, -55.17, 0.00, 0.00,(0 0)
294, 293363963, -54.22, -53.57, -54.94, 0.00, 0.00,(0 0)
295, 294364864, -54.17, -53.25, -54.89, 0.00, 0.00,(0 0)
296, 295365765, -54.25, -53.49, -55.02, 0.00, 0.00,(0 0)
297, 296366666, -54.43, -53.71, -55.31, 0.00, 0.00,(0 0)
298, 297367567, -54.42, -53.92, -54.99, 0.00, 0.00,(0 0)
299, 298368468, -54.32, -51.33, -55.18, 0.00, 0.00,(0 0)
300, 299369369, -54.07, -52.16, -54.66, 0.00, 0.00,(0 0)
301, 300370270, -53.92, -53.32, -54.67, 0.00, 0.00,(0 0)
302, 301371171, -53.87, -53.29, -54.69, 0.00, 0.00,(0 0)
303, 302372072, -54.08, -53.18, -54.74, 0.00, 0.00,(0 0)
304, 303372972, -54.22, -53.52, -54.98, 0.00, 0.00,(0 0)
305, 304373873, -54.16, -51.30, -54.78, 0.00, 0.00,(0 0)
306, 305374774, -54.03, -53.24, -54.64, 0.00, 0.00,(0 0)
307, 306375675, -53.88, -53.09, -54.73, 0.00, 0.00,(0 0)
308, 307376576, -53.80, -53.08, -54.32, 0.00, 0.00,(0 0)
309, 308377477, -53.91, -53.18, -54.59, 0.00, 0.00,(0 0)
310, 309378378, -54.05, -52.53, -54.85, 0.00, 0.00,(0 0)
311, 310379279, -54.00, -53.09, -54.46, 0.00, 0.00,(0 0)
312, 311380180, -53.95, -53.00, -54.55, 0.00, 0.00,(0 0)
313, 312381081, -53.81, -53.04, -54.47, 0.00, 0.00,(0 0)
314, 313381981, -53.68, -52.75, -54.52, 0.00, 0.00,(0 0)
315, 314382882, -53.70, -52.75, -54.56, 0.00, 0.00,(0 0)
316, 315383783, -53.78, -52.96, -54.61, 0.00, 0.00,(0 0)
317, 316384684, -54.01, -52.97, -54.81, 0.00, 0.00,(0 0)
318, 317385585, -54.16, -53.24, -54.52, 0.00, 0.00,(0 0)
319, 318386486, -54.16, -53.33, -54.72, 0.00, 0.00,(0 0)
320, 319387387, -54.12, -53.02, -54.62, 0.00, 0.00,(0 0)
321, 320388288, -54.06, -53.56, -54.81, 0.00, 0.00,(0 0)
322, 321389189, -54.16, -53.36, -54.84, 0.00, 0.00,(0 0)
323, 322390090, -54.35, -53.65, -55.07, 0.00, 0.00,(0 0)
324, 323390990, -54.57, -54.03, -55.28, 0.00, 0.00,(0 0)
325, 324391891, -54.67, -53.97, -55.71, 0.00, 0.00,(0 0)
326, 325392792, -54.63, -53.58, -55.19, 0.00, 0.00,(0 0)
327, 326393693, -54.64, -53.84, -55.38, 0.00, 0.00,(0 0)
328, 327394594, -54.66, -53.92, -55.31, 0.00, 0.00,(0 0)
329, 328395495, -54.82, -53.93, -55.62, 0.00, 0.00,(0 0)
330, 329396396, -55.11, -54.05, -55.76, 0.00, 0.00,(0 0)
331, 330397297, -55.27, -54.27, -56.04, 0.00, 0.00,(0 0)
332, 331398198, -55.42, -54.73, -56.11, 0.00, 0.00,(0 0)
333, 332399099, -55.39, -54.44, -56.06, 0.00, 0.00,(0 0)
334, 333400000, -55.24, -54.29, -55.99, 0.00, 0.00,(0 0)
335, 334400900, -55.27, -52.79, -55.99, 0.00, 0.00,(0 0)
336, 335401801, -55.18, -51.44, -55.98, 0.00, 0.00,(0 0)
337, 336402702, -55.38, -54.20, -56.49, 0.00, 0.00,(0 0)
338, 337403603, -55.47, -54.79, -56.55, 0.00, 0.00,(0 0)
339, 338404504, -55.37, -54.76, -56.30, 0.00, 0.00,(0 0)
340, 339405405, -55.39, -54.61, -56.03, 0.00, 0.00,(0 0)
341, 340406306, -55.29, -54.49, -56.14, 0.00, 0.00,(0 0)
342, 341407207, -55.51, -49.54, -56.49, 0.00, 0.00,(0 0)
343, 342408108, -55.50, -54.86, -56.07, 0.00, 0.00,(0 0)
344, 343409009, -55.01, -51.72, -56.01, 0.00, 0.00,(0 0)
345, 344409909, -52.17, -50.61, -53.55, 0.00, 0.00,(0 0)
346, 345410810, -54.39, -53.57, -55.18, 0.00, 0.00,(0 0)
347, 346411711, -55.04, -48.60, -55.74, 0.00, 0.00,(0 0)
348, 347412612, -50.94, -49.46, -52.35, 0.00, 0.00,(0 0)
349, 348413513, -49.08, -47.76, -50.68, 0.00, 0.00,(0 0)
350, 349414414, -53.75, -51.47, -54.85, 0.00, 0.00,(0 0)
351, 350415315, -55.15, -54.29, -55.97, 0.00, 0.00,(0 0)
352, 351416216, -55.07, -54.53, -55.71, 0.00, 0.00,(0 0)
353, 352417117, -54.91, -46.55, -55.68, 0.00, 0.00,(0 0)
354, 353418018, -54.74, -54.09, -55.61, 0.00, 0.00,(0 0)
355, 354418918, -54.66, -53.81, -55.31, 0.00, 0.00,(0 0)
356, 355419819, -54.53, -53.89, -55.39, 0.00, 0.00,(0 0)
357, 356420720, -54.57, -52.92, -55.49, 0.00, 0.00,(0 0)
358, 357421621, -54.69, -54.06, -55.16, 0.00, 0.00,(0 0)
359, 358422522, -54.72, -53.88, -55.40, 0.00, 0.00,(0 0)
360, 359423423, -54.13, -44.35, -55.44, 0.00, 0.00,(0 0)
361, 360424324, -50.23, -43.44, -51.71, 0.00, 0.00,(0 0)
362, 361425225, -48.01, -45.67, -49.60, 0.00, 0.00,(0 0)
363, 362426126, -47.51, -45.22, -49.15, 0.00, 0.00,(0 0)
364, 363427027, -47.58, -45.44, -49.19, 0.00, 0.00,(0 0)
