No, Freq(Hz), Ampt_Trace1(dBm), Ampt_Trace2(dBm), Ampt_Trace3(dBm), Ampt_Trace4(dBm), Ampt_Trace5(dBm), Loc
32, 32443585, -72.36, -69.30, -73.70, 0.00, 0.00,(0 0)
33, 33444486, -72.16, -69.91, -73.71, 0.00, 0.00,(0 0)
34, 34445387, -73.41, -70.11, -73.75, 0.00, 0.00,(0 0)
35, 35446288, -72.78, -69.77, -73.58, 0.00, 0.00,(0 0)
36, 36447189, -72.95, -69.48, -73.35, 0.00, 0.00,(0 0)
37, 37448090, -72.33, -70.40, -73.30, 0.00, 0.00,(0 0)
38, 38448991, -71.78, -69.92, -73.18, 0.00, 0.00,(0 0)
39, 39449892, -72.66, -70.74, -73.19, 0.00, 0.00,(0 0)
40, 40450793, -71.49, -70.75, -73.34, 0.00, 0.00,(0 0)
41, 41451693, -72.38, -71.18, -73.29, 0.00, 0.00,(0 0)
42, 42452594, -72.31, -71.27, -73.50, 0.00, 0.00,(0 0)
43, 43453495, -72.14, -71.09, -72.96, 0.00, 0.00,(0 0)
44, 44454396, -71.78, -70.91, -73.01, 0.00, 0.00,(0 0)
45, 45455297, -72.01, -70.68, -72.68, 0.00, 0.00,(0 0)
46, 46456198, -71.20, -70.81, -72.61, 0.00, 0.00,(0 0)
47, 47457099, -71.99, -70.86, -72.76, 0.00, 0.00,(0 0)
48, 48458000, -71.46, -70.88, -73.08, 0.00, 0.00,(0 0)
49, 49458901, -71.59, -71.02, -73.01, 0.00, 0.00,(0 0)
50, 50459802, -71.94, -70.80, -72.79, 0.00, 0.00,(0 0)
51, 51460702, -71.46, -70.70, -72.96, 0.00, 0.00,(0 0)
52, 52461603, -71.13, -70.43, -72.60, 0.00, 0.00,(0 0)
53, 53462504, -70.89, -70.45, -72.58, 0.00, 0.00,(0 0)
54, 54463405, -71.76, -70.73, -72.49, 0.00, 0.00,(0 0)
55, 55464306, -72.13, -70.83, -73.13, 0.00, 0.00,(0 0)
56, 56465207, -71.13, -70.84, -72.69, 0.00, 0.00,(0 0)
57, 57466108, -71.68, -70.36, -72.56, 0.00, 0.00,(0 0)
58, 58467009, -71.22, -70.37, -73.14, 0.00, 0.00,(0 0)
59, 59467910, -71.99, -70.35, -72.35, 0.00, 0.00,(0 0)
60, 60468811, -71.35, -70.30, -72.23, 0.00, 0.00,(0 0)
61, 61469711, -70.93, -70.55, -72.48, 0.00, 0.00,(0 0)
62, 62470612, -72.11, -70.83, -72.70, 0.00, 0.00,(0 0)
63, 63471513, -71.81, -70.62, -72.60, 0.00, 0.00,(0 0)
64, 64472414, -71.29, -70.73, -72.58, 0.00, 0.00,(0 0)
65, 65473315, -71.24, -70.42, -72.32, 0.00, 0.00,(0 0)
66, 66474216, -70.56, -70.14, -72.18, 0.00, 0.00,(0 0)
67, 67475117, -71.06, -70.24, -72.41, 0.00, 0.00,(0 0)
68, 68476018, -71.39, -70.35, -72.79, 0.00, 0.00,(0 0)
69, 69476919, -71.42, -70.37, -72.53, 0.00, 0.00,(0 0)
70, 70477820, -71.10, -70.63, -72.67, 0.00, 0.00,(0 0)
71, 71478720, -71.31, -70.40, -72.56, 0.00, 0.00,(0 0)
72, 72479621, -71.47, -70.26, -72.22, 0.00, 0.00,(0 0)
73, 73480522, -70.91, -70.15, -71.83, 0.00, 0.00,(0 0)
74, 74481423, -71.44, -70.30, -72.30, 0.00, 0.00,(0 0)
75, 75482324, -71.30, -70.31, -72.40, 0.00, 0.00,(0 0)
76, 76483225, -71.74, -70.58, -72.84, 0.00, 0.00,(0 0)
77, 77484126, -71.92, -70.55, -72.65, 0.00, 0.00,(0 0)
78, 78485027, -71.69, -70.13, -72.16, 0.00, 0.00,(0 0)
79, 79485928, -71.34, -69.90, -72.14, 0.00, 0.00,(0 0)
80, 80486829, -71.46, -69.85, -72.00, 0.00, 0.00,(0 0)
81, 81487729, -70.88, -70.22, -72.20, 0.00, 0.00,(0 0)
82, 82488630, -71.38, -70.50, -72.25, 0.00, 0.00,(0 0)
83, 83489531, -71.37, -70.46, -72.52, 0.00, 0.00,(0 0)
84, 84490432, -71.44, -70.39, -72.31, 0.00, 0.00,(0 0)
85, 85491333, -71.27, -70.35, -72.17, 0.00, 0.00,(0 0)
86, 86492234, -71.03, -70.01, -72.33, 0.00, 0.00,(0 0)
87, 87493135, -70.55, -70.26, -72.05, 0.00, 0.00,(0 0)
88, 88494036, -71.08, -70.17, -72.16, 0.00, 0.00,(0 0)
89, 89494937, -71.28, -70.29, -72.45, 0.00, 0.00,(0 0)
90, 90495838, -71.77, -70.54, -72.32, 0.00, 0.00,(0 0)
91, 91496738, -71.26, -70.36, -72.15, 0.00, 0.00,(0 0)
92, 92497639, -71.11, -70.27, -72.11, 0.00, 0.00,(0 0)
93, 93498540, -70.30, -69.88, -72.10, 0.00, 0.00,(0 0)
94, 94499441, -71.67, -70.20, -72.01, 0.00, 0.00,(0 0)
95, 95500342, -71.39, -70.23, -72.24, 0.00, 0.00,(0 0)
96, 96501243, -71.02, -70.43, -72.36, 0.00, 0.00,(0 0)
97, 97502144, -71.94, -70.45, -72.35, 0.00, 0.00,(0 0)
98, 98503045, -71.22, -70.36, -72.33, 0.00, 0.00,(0 0)
99, 99503946, -71.90, -70.25, -72.38, 0.00, 0.00,(0 0)
100, 100504847, -71.40, -70.37, -72.04, 0.00, 0.00,(0 0)
101, 101505747, -70.46, -70.18, -72.31, 0.00, 0.00,(0 0)
102, 102506648, -71.17, -70.38, -72.50, 0.00, 0.00,(0 0)
103, 103507549, -71.82, -70.53, -72.66, 0.00, 0.00,(0 0)
104, 104508450, -71.15, -70.10, -72.31, 0.00, 0.00,(0 0)
105, 105509351, -69.31, -66.55, -71.74, 0.00, 0.00,(0 0)
106, 106510252, -70.02, -68.93, -71.87, 0.00, 0.00,(0 0)
107, 107511153, -71.71, -70.00, -72.10, 0.00, 0.00,(0 0)
108, 108512054, -71.20, -70.22, -72.15, 0.00, 0.00,(0 0)
109, 109512955, -71.09, -70.35, -72.84, 0.00, 0.00,(0 0)
110, 110513856, -71.68, -70.51, -72.53, 0.00, 0.00,(0 0)
111, 111514756, -71.36, -70.33, -72.69, 0.00, 0.00,(0 0)
112, 112515657, -71.49, -70.18, -72.28, 0.00, 0.00,(0 0)
113, 113516558, -71.69, -70.37, -72.37, 0.00, 0.00,(0 0)
114, 114517459, -71.75, -70.33, -72.40, 0.00, 0.00,(0 0)
115, 115518360, -71.78, -70.58, -72.56, 0.00, 0.00,(0 0)
116, 116519261, -71.35, -70.38, -72.48, 0.00, 0.00,(0 0)
117, 117520162, -71.67, -70.55, -72.46, 0.00, 0.00,(0 0)
118, 118521063, -71.97, -70.48, -72.42, 0.00, 0.00,(0 0)
119, 119521964, -71.24, -70.33, -72.38, 0.00, 0.00,(0 0)
120, 120522865, -71.09, -70.32, -72.43, 0.00, 0.00,(0 0)
121, 121523766, -71.31, -68.63, -72.27, 0.00, 0.00,(0 0)
122, 122524666, -71.07, -47.62, -72.11, 0.00, 0.00,(0 0)
123, 123525567, -71.47, -44.04, -72.28, 0.00, 0.00,(0 0)
124, 124526468, -72.01, -58.37, -72.19, 0.00, 0.00,(0 0)
125, 125527369, -71.16, -70.22, -72.25, 0.00, 0.00,(0 0)
126, 126528270, -71.07, -69.91, -72.11, 0.00, 0.00,(0 0)
127, 127529171, -70.20, -69.41, -71.80, 0.00, 0.00,(0 0)
128, 128530072, -70.42, -69.65, -71.75, 0.00, 0.00,(0 0)
129, 129530973, -70.93, -68.00, -71.80, 0.00, 0.00,(0 0)
130, 130531874, -69.62, -47.54, -71.51, 0.00, 0.00,(0 0)
131, 131532775, -70.37, -50.48, -71.53, 0.00, 0.00,(0 0)
132, 132533675, -70.30, -68.63, -70.94, 0.00, 0.00,(0 0)
133, 133534576, -69.28, -68.51, -70.51, 0.00, 0.00,(0 0)
134, 134535477, -68.96, -68.33, -70.07, 0.00, 0.00,(0 0)
135, 135536378, -68.68, -67.60, -69.82, 0.00, 0.00,(0 0)
136, 136537279, -67.99, -66.97, -69.28, 0.00, 0.00,(0 0)
137, 137538180, -64.24, -63.04, -68.03, 0.00, 0.00,(0 0)
138, 138539081, -63.23, -62.70, -66.43, 0.00, 0.00,(0 0)
139, 139539982, -64.50, -62.86, -64.84, 0.00, 0.00,(0 0)
140, 140540883, -61.29, -60.87, -63.31, 0.00, 0.00,(0 0)
141, 141541784, -60.69, -58.14, -61.90, 0.00, 0.00,(0 0)
142, 142542684, -61.73, -32.32, -62.62, 0.00, 0.00,(0 0)
143, 143543585, -62.34, -27.06, -63.88, 0.00, 0.00,(0 0)
144, 144544486, -63.48, -39.51, -65.90, 0.00, 0.00,(0 0)
145, 145545387, -65.51, -59.34, -67.23, 0.00, 0.00,(0 0)
146, 146546288, -67.06, -65.89, -68.21, 0.00, 0.00,(0 0)
147, 147547189, -67.87, -66.62, -68.64, 0.00, 0.00,(0 0)
148, 148548090, -67.82, -66.67, -69.12, 0.00, 0.00,(0 0)
149, 149548991, -67.71, -58.59, -68.72, 0.00, 0.00,(0 0)
150, 150549892, -67.45, -53.34, -68.59, 0.00, 0.00,(0 0)
151, 151550793, -67.63, -45.47, -68.49, 0.00, 0.00,(0 0)
152, 152551693, -66.98, -51.17, -68.45, 0.00, 0.00,(0 0)
153, 153552594, -66.50, -65.98, -68.15, 0.00, 0.00,(0 0)
154, 154553495, -66.42, -65.70, -67.72, 0.00, 0.00,(0 0)
155, 155554396, -65.89, -64.89, -67.14, 0.00, 0.00,(0 0)
156, 156555297, -65.08, -64.10, -66.37, 0.00, 0.00,(0 0)
157, 157556198, -64.65, -62.76, -65.47, 0.00, 0.00,(0 0)
158, 158557099, -63.76, -62.37, -64.66, 0.00, 0.00,(0 0)
159, 159558000, -62.08, -60.54, -63.75, 0.00, 0.00,(0 0)
160, 160558901, -61.85, -60.61, -62.68, 0.00, 0.00,(0 0)
161, 161559802, -57.48, -46.10, -61.53, 0.00, 0.00,(0 0)
162, 162560702, -55.63, -44.67, -59.84, 0.00, 0.00,(0 0)
163, 163561603, -57.16, -55.91, -58.65, 0.00, 0.00,(0 0)
164, 164562504, -55.63, -54.91, -57.09, 0.00, 0.00,(0 0)
165, 165563405, -54.53, -53.07, -55.44, 0.00, 0.00,(0 0)
166, 166564306, -53.57, -45.30, -53.89, 0.00, 0.00,(0 0)
167, 167565207, -51.66, -47.54, -52.86, 0.00, 0.00,(0 0)
168, 168566108, -51.98, -45.64, -52.85, 0.00, 0.00,(0 0)
169, 169567009, -52.44, -50.59, -53.50, 0.00, 0.00,(0 0)
170, 170567910, -53.66, -52.54, -54.24, 0.00, 0.00,(0 0)
171, 171568811, -54.72, -53.44, -55.37, 0.00, 0.00,(0 0)
172, 172569711, -55.54, -54.49, -56.60, 0.00, 0.00,(0 0)
173, 173570612, -56.31, -55.40, -57.45, 0.00, 0.00,(0 0)
174, 174571513, -56.90, -56.00, -57.86, 0.00, 0.00,(0 0)
175, 175572414, -56.19, -55.55, -57.54, 0.00, 0.00,(0 0)
176, 176573315, -55.78, -54.69, -56.69, 0.00, 0.00,(0 0)
177, 177574216, -54.48, -53.37, -55.57, 0.00, 0.00,(0 0)
178, 178575117, -54.00, -52.16, -54.36, 0.00, 0.00,(0 0)
179, 179576018, -51.14, -50.71, -52.82, 0.00, 0.00,(0 0)
180, 180576919, -50.12, -48.49, -50.90, 0.00, 0.00,(0 0)
181, 181577820, -47.66, -45.82, -48.76, 0.00, 0.00,(0 0)
182, 182578720, -47.73, -45.39, -48.71, 0.00, 0.00,(0 0)
183, 183579621, -49.53, -47.68, -50.37, 0.00, 0.00,(0 0)
184, 184580522, -52.29, -51.03, -52.97, 0.00, 0.00,(0 0)
185, 185581423, -54.24, -53.00, -55.12, 0.00, 0.00,(0 0)
186, 186582324, -55.61, -54.56, -56.53, 0.00, 0.00,(0 0)
187, 187583225, -56.67, -55.74, -57.84, 0.00, 0.00,(0 0)
188, 188584126, -57.86, -56.74, -58.65, 0.00, 0.00,(0 0)
189, 189585027, -59.24, -57.06, -59.24, 0.00, 0.00,(0 0)
190, 190585928, -59.31, -57.87, -59.92, 0.00, 0.00,(0 0)
191, 191586829, -58.79, -57.97, -60.06, 0.00, 0.00,(0 0)
192, 192587729, -59.35, -57.94, -60.16, 0.00, 0.00,(0 0)
193, 193588630, -59.35, -57.92, -60.13, 0.00, 0.00,(0 0)
194, 194589531, -58.68, -57.61, -59.78, 0.00, 0.00,(0 0)
195, 195590432, -58.76, -57.65, -59.68, 0.00, 0.00,(0 0)
196, 196591333, -58.29, -57.38, -59.60, 0.00, 0.00,(0 0)
197, 197592234, -57.88, -57.15, -59.17, 0.00, 0.00,(0 0)
198, 198593135, -57.26, -56.48, -58.64, 0.00, 0.00,(0 0)
199, 199594036, -57.27, -56.00, -57.88, 0.00, 0.00,(0 0)
200, 200594937, -56.72, -55.32, -57.43, 0.00, 0.00,(0 0)
201, 201595838, -55.83, -54.93, -57.05, 0.00, 0.00,(0 0)
202, 202596738, -55.09, -54.26, -56.31, 0.00, 0.00,(0 0)
203, 203597639, -54.18, -53.23, -55.42, 0.00, 0.00,(0 0)
204, 204598540, -53.47, -52.38, -54.39, 0.00, 0.00,(0 0)
205, 205599441, -52.62, -51.49, -53.36, 0.00, 0.00,(0 0)
206, 206600342, -51.52, -50.40, -52.61, 0.00, 0.00,(0 0)
207, 207601243, -50.86, -49.42, -51.58, 0.00, 0.00,(0 0)
208, 208602144, -49.86, -48.87, -51.04, 0.00, 0.00,(0 0)
209, 209603045, -50.30, -48.86, -50.90, 0.00, 0.00,(0 0)
210, 210603946, -50.11, -49.36, -51.33, 0.00, 0.00,(0 0)
211, 211604847, -51.24, -50.43, -52.33, 0.00, 0.00,(0 0)
212, 212605747, -51.79, -51.04, -53.18, 0.00, 0.00,(0 0)
213, 213606648, -53.15, -51.66, -54.02, 0.00, 0.00,(0 0)
214, 214607549, -53.48, -53.23, -55.26, 0.00, 0.00,(0 0)
215, 215608450, -55.95, -54.41, -56.36, 0.00, 0.00,(0 0)
216, 216609351, -56.21, -55.27, -57.48, 0.00, 0.00,(0 0)
217, 217610252, -56.63, -56.24, -57.99, 0.00, 0.00,(0 0)
218, 218611153, -57.43, -56.40, -58.43, 0.00, 0.00,(0 0)
219, 219612054, -57.03, -56.69, -59.18, 0.00, 0.00,(0 0)
220, 220612955, -58.63, -56.99, -58.98, 0.00, 0.00,(0 0)
221, 221613856, -58.02, -56.87, -59.25, 0.00, 0.00,(0 0)
222, 222614756, -57.54, -56.85, -58.77, 0.00, 0.00,(0 0)
223, 223615657, -57.56, -56.54, -58.85, 0.00, 0.00,(0 0)
224, 224616558, -57.41, -56.36, -58.35, 0.00, 0.00,(0 0)
225, 225617459, -56.63, -55.78, -57.68, 0.00, 0.00,(0 0)
226, 226618360, -56.20, -55.30, -57.25, 0.00, 0.00,(0 0)
227, 227619261, -56.32, -55.18, -57.32, 0.00, 0.00,(0 0)
228, 228620162, -55.75, -54.89, -57.27, 0.00, 0.00,(0 0)
229, 229621063, -55.07, -54.33, -56.29, 0.00, 0.00,(0 0)
230, 230621964, -54.65, -53.77, -55.84, 0.00, 0.00,(0 0)
231, 231622865, -54.03, -53.58, -55.54, 0.00, 0.00,(0 0)
232, 232623766, -54.39, -53.21, -55.42, 0.00, 0.00,(0 0)
233, 233624666, -54.82, -53.34, -55.60, 0.00, 0.00,(0 0)
234, 234625567, -54.68, -41.74, -55.55, 0.00, 0.00,(0 0)
235, 235626468, -54.09, -32.38, -55.27, 0.00, 0.00,(0 0)
236, 236627369, -53.78, -37.30, -55.19, 0.00, 0.00,(0 0)
237, 237628270, -54.69, -53.21, -55.21, 0.00, 0.00,(0 0)
238, 238629171, -54.03, -53.30, -55.27, 0.00, 0.00,(0 0)
239, 239630072, -54.22, -53.53, -55.55, 0.00, 0.00,(0 0)
240, 240630973, -53.40, -53.10, -55.24, 0.00, 0.00,(0 0)
241, 241631874, -54.20, -52.88, -55.12, 0.00, 0.00,(0 0)
242, 242632775, -53.07, -50.91, -53.63, 0.00, 0.00,(0 0)
243, 243633675, -45.65, -43.99, -50.15, 0.00, 0.00,(0 0)
244, 244634576, -49.74, -48.79, -53.02, 0.00, 0.00,(0 0)
245, 245635477, -53.01, -51.38, -53.60, 0.00, 0.00,(0 0)
246, 246636378, -52.59, -51.37, -53.58, 0.00, 0.00,(0 0)
247, 247637279, -51.57, -50.81, -53.17, 0.00, 0.00,(0 0)
248, 248638180, -48.88, -48.06, -50.12, 0.00, 0.00,(0 0)
249, 249639081, -46.54, -45.41, -47.33, 0.00, 0.00,(0 0)
250, 250639982, -46.95, -46.07, -47.64, 0.00, 0.00,(0 0)
251, 251640883, -50.45, -49.27, -51.29, 0.00, 0.00,(0 0)
252, 252641784, -50.40, -48.97, -51.07, 0.00, 0.00,(0 0)
253, 253642684, -47.44, -46.79, -49.02, 0.00, 0.00,(0 0)
254, 254643585, -49.72, -48.37, -50.73, 0.00, 0.00,(0 0)
255, 255644486, -50.44, -49.25, -51.42, 0.00, 0.00,(0 0)
256, 256645387, -44.33, -44.09, -45.55, 0.00, 0.00,(0 0)
257, 257646288, -44.65, -44.09, -45.68, 0.00, 0.00,(0 0)
258, 258647189, -50.11, -40.03, -51.27, 0.00, 0.00,(0 0)
259, 259648090, -50.83, -41.26, -51.93, 0.00, 0.00,(0 0)
260, 260648991, -47.28, -31.02, -48.07, 0.00, 0.00,(0 0)
261, 261649892, -46.51, -37.73, -47.52, 0.00, 0.00,(0 0)
262, 262650793, -48.18, -46.63, -49.18, 0.00, 0.00,(0 0)
263, 263651693, -52.31, -48.79, -53.62, 0.00, 0.00,(0 0)
264, 264652594, -53.27, -46.35, -54.40, 0.00, 0.00,(0 0)
265, 265653495, -51.24, -46.93, -52.70, 0.00, 0.00,(0 0)
266, 266654396, -52.84, -51.45, -53.80, 0.00, 0.00,(0 0)
267, 267655297, -53.57, -52.95, -54.66, 0.00, 0.00,(0 0)
268, 268656198, -51.26, -50.60, -52.61, 0.00, 0.00,(0 0)
269, 269657099, -53.20, -52.44, -54.47, 0.00, 0.00,(0 0)
270, 270658000, -54.46, -53.44, -55.54, 0.00, 0.00,(0 0)
271, 271658901, -54.17, -53.57, -55.36, 0.00, 0.00,(0 0)
272, 272659802, -53.64, -53.03, -55.38, 0.00, 0.00,(0 0)
273, 273660702, -53.92, -52.99, -55.19, 0.00, 0.00,(0 0)
274, 274661603, -53.79, -52.86, -54.98, 0.00, 0.00,(0 0)
275, 275662504, -53.76, -52.29, -54.39, 0.00, 0.00,(0 0)
276, 276663405, -52.87, -52.04, -54.20, 0.00, 0.00,(0 0)
277, 277664306, -52.66, -51.55, -53.80, 0.00, 0.00,(0 0)
278, 278665207, -51.30, -50.93, -52.89, 0.00, 0.00,(0 0)
279, 279666108, -51.29, -50.25, -52.27, 0.00, 0.00,(0 0)
280, 280667009, -51.73, -50.93, -52.75, 0.00, 0.00,(0 0)
281, 281667910, -51.32, -50.27, -52.43, 0.00, 0.00,(0 0)
282, 282668811, -51.07, -50.13, -52.09, 0.00, 0.00,(0 0)
283, 283669711, -51.41, -50.44, -52.48, 0.00, 0.00,(0 0)
284, 284670612, -52.32, -50.63, -52.90, 0.00, 0.00,(0 0)
285, 285671513, -52.40, -51.09, -53.16, 0.00, 0.00,(0 0)
286, 286672414, -52.19, -51.21, -53.23, 0.00, 0.00,(0 0)
287, 287673315, -53.12, -51.42, -53.51, 0.00, 0.00,(0 0)
288, 288674216, -52.56, -51.96, -53.81, 0.00, 0.00,(0 0)
289, 289675117, -53.08, -52.54, -54.65, 0.00, 0.00,(0 0)
290, 290676018, -54.18, -52.72, -54.62, 0.00, 0.00,(0 0)
291, 291676919, -54.22, -52.74, -54.95, 0.00, 0.00,(0 0)
292, 292677820, -53.81, -53.19, -55.11, 0.00, 0.00,(0 0)
293, 293678720, -53.73, -53.14, -55.17, 0.00, 0.00,(0 0)
294, 294679621, -53.67, -53.36, -55.36, 0.00, 0.00,(0 0)
295, 295680522, -54.84, -53.57, -55.58, 0.00, 0.00,(0 0)
296, 296681423, -54.83, -53.74, -55.90, 0.00, 0.00,(0 0)
297, 297682324, -54.63, -53.58, -55.77, 0.00, 0.00,(0 0)
298, 298683225, -54.87, -53.32, -55.53, 0.00, 0.00,(0 0)
299, 299684126, -54.91, -53.28, -55.29, 0.00, 0.00,(0 0)
300, 300685027, -53.51, -52.81, -55.01, 0.00, 0.00,(0 0)
301, 301685928, -54.50, -52.72, -54.96, 0.00, 0.00,(0 0)
302, 302686829, -53.74, -52.85, -54.79, 0.00, 0.00,(0 0)
303, 303687729, -53.69, -52.22, -54.39, 0.00, 0.00,(0 0)
304, 304688630, -52.66, -51.88, -53.96, 0.00, 0.00,(0 0)
305, 305689531, -52.77, -51.60, -53.79, 0.00, 0.00,(0 0)
306, 306690432, -52.88, -51.47, -53.53, 0.00, 0.00,(0 0)
307, 307691333, -52.73, -51.36, -53.36, 0.00, 0.00,(0 0)
308, 308692234, -52.39, -51.21, -53.71, 0.00, 0.00,(0 0)
309, 309693135, -52.29, -51.53, -53.50, 0.00, 0.00,(0 0)
310, 310694036, -52.76, -51.83, -53.86, 0.00, 0.00,(0 0)
311, 311694937, -52.86, -51.99, -54.14, 0.00, 0.00,(0 0)
312, 312695838, -53.22, -52.41, -54.24, 0.00, 0.00,(0 0)
313, 313696738, -53.89, -52.96, -54.78, 0.00, 0.00,(0 0)
314, 314697639, -54.33, -53.17, -55.23, 0.00, 0.00,(0 0)
315, 315698540, -54.92, -53.35, -55.43, 0.00, 0.00,(0 0)
316, 316699441, -55.21, -53.82, -56.29, 0.00, 0.00,(0 0)
317, 317700342, -55.23, -53.60, -56.40, 0.00, 0.00,(0 0)
318, 318701243, -55.06, -54.45, -56.36, 0.00, 0.00,(0 0)
319, 319702144, -55.37, -54.55, -56.64, 0.00, 0.00,(0 0)
320, 320703045, -55.28, -54.64, -56.68, 0.00, 0.00,(0 0)
321, 321703946, -56.59, -54.67, -56.71, 0.00, 0.00,(0 0)
322, 322704847, -55.13, -54.67, -56.77, 0.00, 0.00,(0 0)
323, 323705747, -55.82, -54.91, -56.93, 0.00, 0.00,(0 0)
324, 324706648, -55.76, -54.79, -57.04, 0.00, 0.00,(0 0)
325, 325707549, -56.04, -54.70, -56.79, 0.00, 0.00,(0 0)
326, 326708450, -55.00, -54.37, -56.58, 0.00, 0.00,(0 0)
327, 327709351, -55.14, -52.39, -56.39, 0.00, 0.00,(0 0)
328, 328710252, -55.21, -53.67, -56.42, 0.00, 0.00,(0 0)
329, 329711153, -55.12, -54.15, -56.32, 0.00, 0.00,(0 0)
330, 330712054, -55.01, -53.35, -55.83, 0.00, 0.00,(0 0)
331, 331712955, -54.72, -53.67, -55.73, 0.00, 0.00,(0 0)
332, 332713856, -54.43, -53.30, -55.26, 0.00, 0.00,(0 0)
333, 333714756, -54.34, -52.88, -54.91, 0.00, 0.00,(0 0)
334, 334715657, -53.76, -52.59, -54.65, 0.00, 0.00,(0 0)
335, 335716558, -53.80, -52.15, -54.29, 0.00, 0.00,(0 0)
336, 336717459, -53.39, -51.93, -54.38, 0.00, 0.00,(0 0)
337, 337718360, -52.58, -51.92, -54.00, 0.00, 0.00,(0 0)
338, 338719261, -53.25, -52.09, -54.25, 0.00, 0.00,(0 0)
339, 339720162, -52.80, -51.68, -53.99, 0.00, 0.00,(0 0)
340, 340721063, -53.79, -51.77, -54.11, 0.00, 0.00,(0 0)
341, 341721964, -53.29, -51.82, -54.04, 0.00, 0.00,(0 0)
342, 342722865, -53.48, -52.07, -54.11, 0.00, 0.00,(0 0)
343, 343723766, -53.22, -51.94, -54.27, 0.00, 0.00,(0 0)
344, 344724666, -53.11, -51.73, -54.08, 0.00, 0.00,(0 0)
345, 345725567, -53.96, -52.59, -54.74, 0.00, 0.00,(0 0)
346, 346726468, -54.24, -52.84, -54.95, 0.00, 0.00,(0 0)
347, 347727369, -49.47, -48.29, -52.51, 0.00, 0.00,(0 0)
348, 348728270, -43.74, -42.58, -48.22, 0.00, 0.00,(0 0)
349, 349729171, -50.85, -49.90, -52.98, 0.00, 0.00,(0 0)
350, 350730072, -55.06, -53.50, -55.48, 0.00, 0.00,(0 0)
351, 351730973, -55.26, -53.56, -55.58, 0.00, 0.00,(0 0)
352, 352731874, -54.52, -53.74, -55.59, 0.00, 0.00,(0 0)
353, 353732775, -54.56, -53.78, -55.71, 0.00, 0.00,(0 0)
354, 354733675, -55.01, -53.69, -55.73, 0.00, 0.00,(0 0)
355, 355734576, -54.10, -53.42, -55.38, 0.00, 0.00,(0 0)
356, 356735477, -54.51, -53.39, -55.30, 0.00, 0.00,(0 0)
357, 357736378, -53.92, -53.20, -55.19, 0.00, 0.00,(0 0)
358, 358737279, -53.52, -53.20, -55.67, 0.00, 0.00,(0 0)
359, 359738180, -54.64, -53.31, -55.26, 0.00, 0.00,(0 0)
360, 360739081, -53.55, -52.46, -54.96, 0.00, 0.00,(0 0)
361, 361739982, -53.15, -52.49, -54.35, 0.00, 0.00,(0 0)
362, 362740883, -52.99, -52.19, -54.31, 0.00, 0.00,(0 0)
363, 363741784, -52.91, -52.01, -54.18, 0.00, 0.00,(0 0)
364, 364742684, -54.00, -53.15, -55.34, 0.00, 0.00,(0 0)
